,id,current_role,current_role_TEXT,role_in_turnover,experience_years,professional_background_TEXT,fleet_size,fleet_size_oo,fleet_vocation_mixed_use_TEXT,fleet_vocation_other_TEXT,in_chicago,ownership_model,percentage_company_owned,percentage_pre_2010,percentage_class_6,percentage_urban_logistics,turnover_priorities_TEXT,turnover_financial_TEXT,decision_tools_cost,decision_tools_maintenance,decision_tools_emissions,decision_tools_telematics,decision_tools_regulations,decision_tools_consulting,decision_tools_AI,decision_tools_other,decision_tools_other_TEXT,years_replacement,replacement_priority_TEXT,purchase_markets,purchase_markets_TEXT,replace_pre2010,expand_fleet,turnover_comments_TEXT,rank_support_financial,rank_support_technical,rank_support_infrastructure,rank_support_certifications,rank_support_other,rank_support_other_TEXT,innovation_ice,innovation_hybrid,innovation_bev,innovation_hydrogen,innovation_telematic,innovation_ai,innovation_route,innovation_other,innovation_other_TEXT,innovation_best_TEXT,innovation_worst_TEXT,renewal_barriers_TEXT,key_stakeholders_TEXT,influence_by_customers,influence_by_regulatory,influence_by_communities,influence_by_industry,influence_by_investors,influence_by_ngo,influence_by_other,influence_by_other_TEXT,influence_on_customers,influence_on_regulatory,influence_on_communities,influence_on_industry,influence_on_investors,influence_on_ngo,influence_on_other,influence_on_other_TEXT,turnover_comments_2_TEXT,additional_comments_TEXT,fleet_vocation_1,fleet_vocation_2,fleet_vocation_3,fleet_vocation_4,fleet_vocation_5,fleet_vocation_6,fleet_vocation_nan,region_1,region_2,region_3,region_4,region_5,region_6,region_nan,turnover_priorities_1,turnover_priorities_2,turnover_priorities_3,turnover_priorities_4,turnover_priorities_5,turnover_priorities_6,turnover_priorities_7,turnover_priorities_8,turnover_priorities_9,turnover_priorities_nan,turnover_financial_1,turnover_financial_10,turnover_financial_2,turnover_financial_3,turnover_financial_4,turnover_financial_5,turnover_financial_6,turnover_financial_7,turnover_financial_8,turnover_financial_9,turnover_financial_nan,replacement_priority_1,replacement_priority_2,replacement_priority_3,replacement_priority_4,replacement_priority_5,replacement_priority_6,replacement_priority_7,replacement_priority_8,replacement_priority_nan,renewal_barriers_1,renewal_barriers_10,renewal_barriers_11,renewal_barriers_2,renewal_barriers_3,renewal_barriers_4,renewal_barriers_5,renewal_barriers_6,renewal_barriers_7,renewal_barriers_8,renewal_barriers_9,renewal_barriers_nan,key_stakeholders_1,key_stakeholders_10,key_stakeholders_2,key_stakeholders_3,key_stakeholders_4,key_stakeholders_5,key_stakeholders_6,key_stakeholders_7,key_stakeholders_8,key_stakeholders_9,key_stakeholders_nan,oo_veh_char_3,oo_veh_char_nan,fleet_type,current_role_oo,current_role_oo_TEXT,oo_veh_char_1,oo_veh_char_2,oo_veh_char_4,source
44,29b36292,1,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Fleet managers
45,bf6826b4,3,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
46,cc668e13,1,,2.0,4.0,Hands-on development from an automotive quick lube chain.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Fleet managers
47,55e0629b,1,,1.0,2.0,COMMUNITY COLLEGE,1.0,,,,,1.0,,0.0,100.0,0.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,5.0,,1.0,,,,We try to hold on to our vehicles for as long as we can.,1.0,2.0,3.0,4.0,5.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,A.I.,Fossil Fuels,,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,,,People don't understand that electric vehicles are the future.,This was a very interesting survey! :),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
48,1704147d,1,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Fleet managers
49,516274ea,3,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
50,122dc29b,1,,1.0,4.0,"I have been in the transportation industry for around 15 years, with 95% of that time being in domestic transportation/trucking - the other in international freight. I have extensive knowledge in contract renewals, hiring practices, vetting practices for companies, etc. ",3.0,,,,,3.0,70.0,10.0,50.0,30.0,,,2.0,4.0,2.0,3.0,3.0,2.0,2.0,,,10.0,,3.0,,1.0,,,1.0,3.0,2.0,4.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,New programs being introduced ,Data tracking manually still happening ,,,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,,,High mileage and continuous maintenance costs. These things don't ever seem to be taken into consideration by upper management when requests for renewals are presented due to these issues. ,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
51,75476d36,4,Work with trucking companies,4.0,2.0,Business Administration,1.0,,,,,2.0,,2.0,2.0,1.0,,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,3.0,,,,,1.0,2.0,4.0,3.0,5.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,maps ,unknown,,,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,The importance of maintaining the fleet so we can all be productive.,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
52,298ecab0,1,,2.0,2.0,"I’ve been trained on a broad range of industry knowledge, best practices, and regulations related to fleet operations, transportation, and logistics. My training includes concepts from sources like FMCSA, NAFA, APICS, and leading logistics programs, covering topics such as route optimization, maintenance strategies, compliance, and cost control. This enables me to support informed, data-driven decision-making in fleet management.",2.0,,,,2.0,3.0,80.0,20.0,90.0,0.0,,,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,,5.0,,1.0,,1.0,,none,1.0,3.0,2.0,4.0,5.0,,3.0,1.0,1.0,3.0,2.0,3.0,3.0,,,hydrogen ,EVS,,,2.0,3.0,2.0,2.0,4.0,3.0,,,2.0,4.0,2.0,3.0,4.0,3.0,,,"true total cost of ownership- many organizations focus too heavily on upfront vehicle cost or resale value, while underestimating the long-term impact of maintenance, downtime, fuel efficiency, and driver satisfaction. ",none,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
53,7a7d86df,4,Self employed,3.0,2.0,Claim adjuster ,1.0,,,,,2.0,,4.0,4.0,8.0,,,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,Outsourcing websites,4.0,,4.0,,2.0,,,1.0,3.0,4.0,2.0,5.0,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,N/a,Mileage,Able to buy once lease is up ,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N/a,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N/a,N/a,N/a,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
54,94700102,3,,,5.0,OJT,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
55,5f4cdddd,4,contractor,3.0,2.0,No professional training before getting the job. Learn as I go. ,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,< 100 vehicles,,,,,,Other
56,b8781651,4,Employed for a fire department with an extensive fleet,2.0,2.0,On the job training. The position opened up and they needed someone to take the lead,2.0,,,Fire/rescue/EMS,,1.0,,2.0,0.0,0.0,,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,,10.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,< 100 vehicles,,,,,,Other
57,36bcee78,4,Technology provider to fleets (eld),4.0,5.0,Director for a technology company providing eld and telematic services to fleets. Prior experience at actual trucking company working on various systems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
58,2eb1c477,1,,1.0,3.0,many years in the logistics industry,4.0,,,,,1.0,,0.0,93.0,66.0,,,4.0,4.0,4.0,4.0,4.0,2.0,3.0,,,7.0,,1.0,,,,,,,,,,,2.0,1.0,2.0,1.0,3.0,3.0,3.0,,,carbon reduction,,,,3.0,4.0,1.0,3.0,1.0,2.0,,,4.0,2.0,2.0,3.0,3.0,3.0,,,many companies don't consider the cost of maintenance or fuel efficiency,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
59,7eee65ba,2,,2.0,3.0,"B.S. Finance, MBA (Leadership, Strategy, Finance, Marketing), Illinois Trucking Association Leadership Class 2024.  President Traffic Club of Chicago 2024, Traffic Club of Chicago Board Member (2016 - Current).",4.0,,,,1.0,1.0,,0.0,100.0,0.0,,,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,,4.0,,1.0,,,,New fleets = less maintenance = trucks on road more often = better efficiency = better way to attract drivers & customers = better ROI ,1.0,2.0,3.0,4.0,5.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,,Planning & Customer Service,Autonomous,Shipper Rates & Oversaturation of 3PLs,,4.0,3.0,2.0,3.0,1.0,1.0,1.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,,"Correlation to brand, image, likeness, professionalism from drivers.","n/a
",0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Other
60,d8e58ef6,2,,2.0,3.0,"minimal, on-job training and experience ",2.0,,,,,1.0,,5.0,4.0,9.0,,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,,,7.0,,3.0,,1.0,,,1.0,2.0,3.0,4.0,5.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,, infrustructure,electric,,,3.0,4.0,4.0,4.0,4.0,4.0,,,4.0,2.0,2.0,2.0,2.0,2.0,,,financial,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
61,bd7e699f,2,,1.0,5.0,32 years of experience in equipment engineering and maintenance,6.0,,,,,1.0,,0.0,100.0,0.0,,,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,,4.0,,1.0,,,,,2.0,3.0,4.0,5.0,1.0,We’re comfortable with our age of fleet strategy,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,All checked answers we do already,Improved fuel efficiency,Battery electric,,,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,1.0,3.0,1.0,1.0,,,I think it’s typically pretty clear,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Other
62,9fd24a7e,2,,3.0,1.0,none but i was thrown into it for the tech side of it,1.0,,,,2.0,1.0,,0.0,10.0,40.0,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,na,7.5,,1.0,,,,they like to buy in bulk,1.0,2.0,3.0,4.0,5.0,,1.0,3.0,3.0,1.0,2.0,2.0,3.0,,na,ai model,route optimization,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,na,2.0,2.0,2.0,2.0,2.0,2.0,1.0,na,ai models,na,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0.0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
63,333b53a0,3,,,4.0,"I have extensive background in working in fleet operations, andtransportation. I now own and operate my own business,",,2.0,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,10.0,,1.0,,,2.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,More American made/produced fleet products,expense,,,3.0,3.0,3.0,3.0,3.0,4.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,,The expenses that come with maintenance.,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
64,d15b1958,4,mechanic,2.0,4.0,"10+ Years of all aspects of maintenance and repair 
Degree in both On and off highway diesel repair 
",2.0,,,,,1.0,,8.0,4.0,0.0,,,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,,2012.0,,2.0,,1.0,,can keep the older more reliable trucks on the road with proper maintenance longer than newer ones  ,2.0,1.0,3.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,edison motors ,ev units ,,owner direct ,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,actual mileage vs down time costs ,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
65,5be4abfc,4,Logistics ,3.0,3.0,BS in business administration ,1.0,,,,,1.0,,0.0,24.0,90.0,,,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,Maintenance ,6.0,,3.0,,,,No,3.0,2.0,4.0,1.0,5.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,?,Going hybrid ,AI advancement ,,,4.0,3.0,3.0,3.0,4.0,2.0,1.0,,3.0,4.0,3.0,4.0,3.0,4.0,1.0,,Logistics ,None ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0,0,1,0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
66,69ac74ca,1,,1.0,2.0,I used to manage airline fleets at an airline but later moved to trucking. I have a degree from OSU and have my CDL.,3.0,,,,2.0,1.0,,89.0,48.0,16.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,none,10.0,,3.0,,2.0,,It is a balancing act most of the time,3.0,2.0,1.0,4.0,5.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,none,better routes and GPS,AI,,,2.0,2.0,2.0,3.0,2.0,2.0,1.0,none,2.0,2.0,2.0,3.0,2.0,2.0,1.0,none,I feel as though our company doesn't consider driver health as well as they should and how that effects the vehicles.,none that I can think of,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
67,403bb507,4,Employed in manufacturing as a fleet manager,3.0,5.0,"prior professional mechanic, management experience.",1.0,,aerial lift and buckets,,,1.0,,10.0,0.0,,,,3.0,4.0,2.0,3.0,2.0,2.0,2.0,,,15.0,,1.0,,1.0,,"none, thank you.",1.0,3.0,4.0,5.0,2.0,warranty,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,efficiency technology,emissions and regulation,,,3.0,2.0,,1.0,1.0,1.0,,,3.0,2.0,,1.0,1.0,1.0,,,operational and financial,equipment is made very faulty nowadays with little effort put into quality.,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
68,bdb101e0,4,boat fleet manager,2.0,3.0,"learn in the business, no direct education in this field",1.0,,,fishing,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,< 100 vehicles,,,,,,Other
69,13d8285f,2,,2.0,2.0,"I have a degree in business administration. Before my current role, I worked as a buyer and had a light hand in logistics within that role. Other than that, I do not have any certifications regarding fleets. Most of my experience has been hands on learning. ",2.0,,Box tool trucks.,,,1.0,,60.0,50.0,0.0,,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,10.0,,2.0,,4.0,,No.,1.0,3.0,4.0,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infrastructure,Electric/Hybrid ,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,"Regulatory aspects that may be coming in the future and how they will impact the business in regards to diesel use, etc. ",No.,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
70,356d3ef6,1,,2.0,3.0,on the job training over the course of the last decade,1.0,,,,,2.0,,0.0,0.0,100.0,,,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,none,6.0,,3.0,,,,,,,,,,,2.0,3.0,3.0,1.0,2.0,2.0,2.0,,,fuel effeciency tracking,sales on older models,,,2.0,2.0,1.0,2.0,3.0,1.0,,,3.0,2.0,2.0,2.0,3.0,2.0,,,the need to replace perfect;y good vehicles,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
71,06b73606,1,,2.0,3.0,"My primary background is in accounting, with a degree in finance. I've also gained significant on-the-job experience and training in fleet management, which is now a core part of my role. My accounting expertise is a major asset, helping me make informed financial decisions for our fleet",3.0,,,,1.0,3.0,60.0,20.0,90.0,50.0,,,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,,8.0,,3.0,,1.0,,The biggest challenge for me is balancing the upfront cost of new vehicles with the long-term savings from better fuel efficiency and lower maintenance. It's a constant juggling act to justify the capital expenditure while also proving the return on investment,1.0,3.0,2.0,4.0,5.0,,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,,"telematics and smart fleet management tools, as well as route optimization software. These technologies give me real-time data that I can use to directly improve our operational efficiency and, most importantly, our bottom line","battery-electric vehicles (BEVs) and hydrogen fuel cell vehicles. While the idea is nice, the current technology just isn't there for heavy-duty trucks. The upfront costs are too high, and the infrastructure for charging and fueling just isn't developed enough, especially in our region. It's too big of a risk financially and operationally for our business right now.",,,3.0,4.0,2.0,2.0,4.0,2.0,1.0,,4.0,3.0,3.0,3.0,4.0,2.0,1.0,,"the total cost of ownership (TCO). Everyone looks at the sticker price of a new truck and gets scared away. They don't properly factor in the long-term savings from reduced maintenance, better fuel efficiency, and less downtime. It's not just a one-time purchase; it's a financial asset with a life cycle.","he survey focused a lot on the technical side of fleet turnover. For someone in my position, it's really the financial and human element that are just as critical. The cost of training our mechanics and drivers on new technology, the pushback from drivers who are comfortable with their current trucks, and the sheer amount of time it takes to research and negotiate new vehicle purchases—all of that needs to be factored in. It's not just about a truck on paper; it's about the people and the process.",0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
